"Row.names"	"Subject"	"Vendor"	"Time"	"Group"	"Muribaculaceae"	"Faecalibaculum"	"Bacteroides-acidifaciens"	"Akkermansia-muciniphila"	"Parasutterella"	"Bacteroides"	"Lachnospiraceae-NK4A136-group"	"Alloprevotella"	"Parabacteroides-goldsteinii"	"Lachnospiraceae"	"Desulfovibrionaceae"	"Lachnospiraceae-bacterium-28-4"	"Clostridia-UCG-014"	"Oscillospiraceae"	"Lachnospiraceae-bacterium-10-1"	"Rikenellaceae-RC9-gut-group"	"Bacteroides-caccae"	"Bacteroides-uniformis"	"Bacteroides-xylanisolvens"	"Parabacteroides-merdae"	"Acetate"	"Propionate"	"Butyrate"	"Iso-butyrate"	"Iso-valerate"	"Valerate"
"sample212"	"sample212"	"BR2"	"Beijing"	13	"Resistant starch"	0.7810690349	0.01495994923	0.1509862292	0.0003361786345	0.01659882008	0.009539068754	0.01651477542	0.00275246257	0.003866054297	0.0417912065	0.003088641204	0.001933027148	0.009328957107	0.07009324529	0.6551071028	0.01729218851	0	0.0002941563052	0.004727512047	0.0004832567871	10.78883675	3.422226465	1.100842587	-0.146359651	-0.133341207	-0.069271544
"sample213"	"sample213"	"BR3"	"Beijing"	13	"Resistant starch"	0.4467292488	0.1531989375	0.00856604167	0.0001757611142	0.06716849737	0.002895433092	0.006734425849	0.01542997571	0.001443091253	0.02308020947	0.002460655599	0.0007770491364	0.006678922339	0.002516159108	0.1023762237	0.05650257292	0	0.0001295081894	0.0006105386072	0.0005180327576	27.61996647	6.865774032	5.497679407	0.558901009	0.242889681	0.511620574
"sample214"	"sample214"	"BR4"	"Beijing"	13	"Resistant starch"	0.7994480413	0.2084566089	0.08607322715	0.0004742645227	0.09639137238	0.008108766595	0.001688844398	0.003909790455	0.001515332987	0.004395622405	0.0008444221989	0.0006593433608	0.02190870746	0.001758248962	0.02335463589	0.007900552902	0	0.000786585062	0.002660508298	0.0005321016596	21.95051469	5.690568878	2.696572257	0.26044521	0.115384024	0.200409373
"sample215"	"sample215"	"BR5"	"Beijing"	13	"Resistant starch"	1.027709355	0.08372744354	0.1080579184	0.000607699187	0.1091382725	0.01444973622	0.07080820897	0.01224401325	0.002025663957	0.0451047841	0.006459617284	0.002070678711	0.02772908883	0.03097015116	0.3045023074	0.01231153538	0	0.0007877582054	0.003533658236	0.000990324601	17.55428269	3.529204177	2.502655868	-0.002409006	-0.019699559	0.139121059
"sample216"	"sample216"	"BI1"	"Beijing"	13	"Inulin"	1.544802911	0.1760511796	0.02135753316	0.04995155284	0.3163378392	0.06781181743	0.02709833249	0.173873635	0.001627659582	0.1049400522	0.004707015547	0.02951782647	0.1043901672	0.03418085121	0.006400661328	0.00527889594	0.000175963198	0.0009018113898	0	0.002023576777	14.03788356	7.152088528	2.041557845	0.227408432	0.131566304	0.225153275
"sample217"	"sample217"	"BI2"	"Beijing"	13	"Inulin"	1.69199302	0.2063068699	0.01089235829	0.004623123134	0.2244666376	0.004903312415	0.004868288755	0.1662222909	0.001418458234	0.02120682619	0.0004903312415	0.001120757123	0.1373277713	0.006094116859	0.001978836796	0.012468423	0.0001751183005	0.001068221633	0	0.001611088365	24.02425479	9.041563615	8.44747269	0.250749737	0.134929636	0.880001052
"sample218"	"sample218"	"BI3"	"Beijing"	13	"Inulin"	0.7847206344	0.2251585356	0.01831006441	0.03540196954	0.5554178456	0.01710446347	0.002863302254	0.06498942616	0.001067459174	0.05284550827	0.0005776837881	0.00105490083	0.04455700174	0.002235385093	0.001733051364	0.01993009069	0	0.0001381417754	0	0.002097243318	17.07292161	9.123327973	3.64445568	0.277912403	0.199749453	0.305307147
"sample219"	"sample219"	"BI4"	"Beijing"	13	"Inulin"	1.769927159	0.1913159101	0.02902523176	0.04852109526	0.3213174753	0.134518544	0.004866680425	0.2996942604	0.001253097355	0.01419205609	0.0007576867728	0.001019962963	0.1631940741	0.00221477672	0.002127351324	0.005711792595	0.0005536941801	0.001981642329	0	0.002797612699	19.24264988	8.009767614	2.38695697	0.065348387	0.0176956	0.340054391
"sample22"	"sample22"	"SC2"	"Shanghai"	3	"Control"	0.0005628389542	0.1909238021	0	0.0002207211585	0.0433054913	0.1144108125	0.03335096705	0	0.2105459131	0.08725107396	0	0.1522755273	0.0002648653902	0.02574712314	0	0	0	0.0001324326951	5.518028963e-05	0	3.605874615	0.664217604	1.333121931	0.073717648	0.067413921	0.208200624
"sample220"	"sample220"	"BI5"	"Beijing"	13	"Inulin"	2.40680485	0.2126094961	0.03347660967	0.08040643632	0.3980344556	0.03608382227	0.005110136679	0.271880129	0.001355750548	0.01546946138	0.0008690708638	0.004832034003	0.3244762977	0.001703378893	0.002537686922	0.001738141728	0	0.001216699209	0	0.003302469283	16.04894579	7.434375222	4.099376854	0.130846318	0.076026084	0.285267828
"sample221"	"sample221"	"BC1"	"Beijing"	19	"Control"	0.1740401841	0.009656619202	0.07071850314	0	0.001326230963	0.01668840629	0.09768519939	0.02137165938	0.0009117837873	0.1006968489	0.02039080106	0.008440907486	0.003426096655	0.0781647374	0.005263479136	0.1035289046	0	0.0001795937763	0	0.001657788704	6.473839266	2.026828531	0.787634212	-0.040425445	-0.052270986	-0.168151951
"sample222"	"sample222"	"BC2"	"Beijing"	19	"Control"	0.1627000229	0.01906657593	0.03486276383	0.0001282505107	0.001232629909	0.00622014977	0.0160954391	0.0004132516457	0.0004845019294	0.02771636037	0.004004265946	0.01239754937	0.00109725437	0.01628781486	0.003070887229	0.09485550274	0	0.0001353755391	0.000228000908	0.00140363059	10.7134131	2.59488161	1.118393028	0.191999154	0.071940576	0.065178154
"sample223"	"sample223"	"BC3"	"Beijing"	19	"Control"	0.1741863417	0.01923761726	0.02195795691	0.0002342876256	0.001529377556	0.005948302495	0.02727498442	0.006800849132	0.0003839713864	0.04484655634	0.01025659161	0.06856817843	0.002329860277	0.04328463883	0.004184637313	0.05100962249	0	0.0001041278336	0	0.000748418804	11.48984723	2.964051752	2.022741761	0.405331846	0.286127683	0.342117739
"sample224"	"sample224"	"BC4"	"Beijing"	19	"Control"	0.1624203803	0.01672384149	0.02212994447	0.0001650718469	0.001630084488	0.003817286459	0.00985272586	0.001320574775	0.0004539475789	0.02611230278	0.004529158798	0.05919889108	0.004694230645	0.01407237495	0.00168166944	0.1001779771	0	0.0001341208756	0	0.000505532531	12.33506756	2.482102294	1.832291814	0.34111062	0.210544739	0.286894213
"sample225"	"sample225"	"BC5"	"Beijing"	19	"Control"	0.181847587	0.01165044771	0.01838434158	0.0001460362526	0.001200742522	0.003082987556	0.0497821359	0.0003569775065	0.0004867875088	0.06177333487	0.01356514525	0.07137927504	0.001898471284	0.06073485485	0.003926752571	0.04650443334	0	0	0	0.0005030137591	12.01107121	1.794725587	2.150325014	0.246110334	0.136032635	0.151852293
"sample226"	"sample226"	"BR1"	"Beijing"	19	"Resistant starch"	0.9055300485	0.1327406628	0.06374083118	0.001309294718	0.03676935999	0.01983581498	0.04410141041	0.002902269958	0.002422195228	0.0293063801	0.001898477341	0.001418402611	0.02948095273	0.02158154127	0.1472956558	0.07722656678	0	0.0006982905162	0.001789369448	0.0009819710384	19.62622722	6.161612487	3.554687742	0.302767427	0.132528121	0.321407326
"sample227"	"sample227"	"BR2"	"Beijing"	19	"Resistant starch"	0.7513854557	0.0952451789	0.03224981803	0.04093777472	0.08634232576	0.04218110421	0.03462902878	0.002824353412	0.001427526453	0.01310868377	0.002241063033	0.001120531517	0.02383815678	0.007429277452	0.1246245943	0.007506026186	0	0.0007214380997	0.002670855943	0.0004144431636	10.71774856	1.971979508	1.968144879	-0.05805494	-0.054732121	0.037060232
"sample228"	"sample228"	"BR3"	"Beijing"	19	"Resistant starch"	1.204327377	0.05338035461	0.0492985606	0.0007529522921	0.04418641083	0.004953633501	0.02361892453	0.004359197481	0.002615518488	0.1013315269	0.01125465531	0.002258856876	0.01414757728	0.05322183833	0.05674882539	0.08639136826	0	0.0005151778841	0.00257588942	0.0007529522921	12.31379232	3.952262824	2.246628851	0.134644581	0.049451011	0.152272172
"sample229"	"sample229"	"BR4"	"Beijing"	19	"Resistant starch"	0.8317675764	0.126675936	0.02983464586	0.002176208767	0.05902231074	0.004925877952	0.09157721756	0.003411354283	0.001764493595	0.01070459447	0.0006763892113	0.0008381344574	0.01039580809	0.007587322457	0.005822828862	0.07169725639	0	0.0003823069455	0.001617452462	0.0005293480784	9.031134316	3.297915254	2.569668988	0.023075995	-0.010479988	0.185264502
"sample23"	"sample23"	"SC3"	"Shanghai"	3	"Control"	0.001033465742	0.2492610583	0.0003589933628	9.790728078e-05	0.03913027655	0.2199759027	0.0369545592	0	0.2460736324	0.0667618869	0	0.1855669328	0.0006418366184	0.02940481999	6.527152052e-05	6.527152052e-05	0	0	5.439293376e-05	0	2.646565437	0.805951126	1.457256376	0.118462269	0.09528187	0.21541985
"sample230"	"sample230"	"BR5"	"Beijing"	19	"Resistant starch"	0.813432425	0.141781723	0.01502799841	0.002088555689	0.0592237573	0.009338484633	0.02950384991	0.002640702596	0.002328619562	0.04551611019	0.004201117766	0.00156041517	0.006745794812	0.03356092935	0.2659187514	0.06064013415	0	0.0004321149702	0.001320351298	0.000624166068	21.34671496	3.259007161	3.337478859	0.038915705	-0.006233414	0.133094611
"sample231"	"sample231"	"BI1"	"Beijing"	19	"Inulin"	1.64395217	0.094827351	0.007531497819	0.06560513946	0.2554220583	0.01186500579	0.01211991803	0.1608032719	0.0009037797383	0.03744892454	0.003476075916	0.002827208412	0.03418141318	0.02078693398	0.002711339215	0.008852406667	0	0	0	0.001181865812	18.51233557	5.540548279	1.475981058	0.218544904	0.140265815	0.695973276
"sample232"	"sample232"	"BI2"	"Beijing"	19	"Inulin"	2.070007589	0.05899764559	0.01045762189	0.002290496829	0.2181524707	0.00647817285	0.01191521078	0.1554298757	0.000763498943	0.04085876162	0.002544996477	0.001457588891	0.03553740535	0.01992038151	0.002799496124	0.008861215005	0	0.0003933176373	0	0.0006709536166	12.61188283	5.143903656	3.225958432	0.19298134	0.125202233	0.53294334
"sample233"	"sample233"	"BI3"	"Beijing"	19	"Inulin"	1.972770169	0.1187580986	0.01233477836	0.004545553385	0.3212558822	0.0125333705	0.04602924447	0.1232815862	0.0007281711733	0.1836977278	0.002603763589	0.006112224697	0.0687570114	0.02519913576	0.006156356284	0.006619737939	0	0.0001985921382	0	0.00147840814	21.57232377	9.486621697	5.569833505	0.314597611	0.208095161	0.735954711
"sample234"	"sample234"	"BI4"	"Beijing"	19	"Inulin"	3.225363931	0.05972034851	0.01148826019	0.01018594729	0.136463787	0.124231348	0.01841842524	0.2279977791	0.001069757022	0.05697618919	0.003999961037	0.002465092267	0.08037131014	0.0319996883	0.003813916338	0.005720874506	0	0.00153486877	0	0.000604645273	15.65832907	10.1960036	5.998275642	0.157988111	0.057342207	0.496392417
"sample235"	"sample235"	"BI5"	"Beijing"	19	"Inulin"	1.359950052	0.0727193268	0.01076964013	0.02810455637	0.173235968	0.03070802793	0.01015515615	0.1491902399	0.0008732140643	0.04400028646	0.002781348501	0.001633233713	0.01251606825	0.01392291314	0.003573709411	0.00295922544	0	0.000355753878	0	0.0008732140643	10.87206938	5.668429405	2.648912218	0.357708203	0.20975327	0.554761779
"sample236"	"sample236"	"BC1"	"Beijing"	25	"Control"	0.2585464948	0.01019943651	0.07115490057	0.0001276702761	0.001234146003	0.01398698803	0.04681243459	0.02147697756	0.001049733382	0.04743660038	0.01232727444	0.001900868556	0.002581776695	0.0456634021	0.006653039946	0.1775467974	0	0.0002411549661	0	0.0009929910367	12.48561379	2.5138554	0.497205197	0.213933704	0.12779212	0.000869491
"sample237"	"sample237"	"BC2"	"Beijing"	25	"Control"	0.1614690326	0.008867155019	0.02405138289	0.0002402812986	0.0006123297609	0.004720364866	0.0494126864	0.004464581548	0.0003410444238	0.05244333117	0.01457964912	0.08381166715	0.001697471109	0.06243438258	0.004332814384	0.08452476003	0	0	0	0.0006278317802	3.922273836	0.996912288	0.419991041	0.050109254	0.034327305	0.054030416
"sample238"	"sample238"	"BC3"	"Beijing"	25	"Control"	0.1712654557	0.04347442823	0.02255135778	0.0001349875513	0.001223324683	0.008892304939	0.01831612336	0.03081090857	0.0004049626538	0.0197925497	0.001653597503	0.03270073429	0.0004049626538	0.009423818422	0.003492802889	0.05666946136	0	0	0	0.001341438791	7.805352896	1.774983364	0.100773696	0.196609731	0.130920994	0.008407333
"sample239"	"sample239"	"BC4"	"Beijing"	25	"Control"	0.1606866516	0.03718515061	0.01639017611	0.0004719426835	0.00117002457	0.005211033797	0.03870913219	0.008632618253	0.0003441248734	0.05790146799	0.01302758449	0.05638731854	0.001376499494	0.05573839735	0.004975062456	0.07396718351	0	0.0001474820886	0	0.0006194247721	8.794207872	1.548058822	0.932173975	0.171912423	0.108682737	0.127262738
"sample24"	"sample24"	"SC4"	"Shanghai"	3	"Control"	0.0006109552744	0.134715638	0	8.485489923e-05	0.03202423897	0.260233005	0.03801499485	0.0001018258791	0.1906689586	0.0814267613	0	0.2591468622	0.0002545646977	0.02783240695	0	0	0	0	0	0	5.40833828	1.25336191	2.783369299	0.192150095	0.128814874	0.350493411
"sample240"	"sample240"	"BC5"	"Beijing"	25	"Control"	0.1249844733	0.02795718774	0.0398760473	0.0001379970875	0.000695096441	0.004513015863	0.01320172138	0.0004395462789	0.0002248841427	0.01971313951	0.002550390618	0.0009250915869	0.0008739815545	0.01990224663	0.006317200008	0.07812168456	0	0.0001022200648	0.000168663107	0.0005724323632	5.625903458	1.033439014	0.25256159	0.055946143	0.042277892	0.038646107
"sample241"	"sample241"	"BR1"	"Beijing"	25	"Resistant starch"	1.376180867	0.2351212769	0.03797077566	0.002243298313	0.05218620287	0.009917739912	0.2278482676	0.001086228657	0.002503048644	0.02418039445	0.001039001324	0.001676570318	0.01256247056	0.01789915917	0.08012117029	0.08066428462	0	0.0009917739912	0.001629342986	0.001227910656	24.66172185	4.343514416	3.892198656	0.057636838	0.023343276	0.230635373
"sample242"	"sample242"	"BR2"	"Beijing"	25	"Resistant starch"	0.817215118	0.2524247062	0.01315778035	0.01561389935	0.088478763	0.002982430214	0.01482443253	0.002046765833	0.001812849738	0.03336228308	0.002690035095	0.001578933642	0.03198802602	0.02622784217	0.2812841045	0.05546735407	0	0.000292395119	0.001140340964	0.0004970717023	13.94864143	2.300123521	2.673115383	-0.205514123	-0.172343973	-0.068834222
"sample243"	"sample243"	"BR3"	"Beijing"	25	"Resistant starch"	1.159593613	0.2517455744	0.02068744962	0.00107574738	0.0594971051	0.003392741737	0.1633274147	0.001365371675	0.001468808923	0.02887967966	0.002420431605	0.001427434024	0.01013685031	0.04398151789	0.006247609784	0.08738378718	0	0.0005171862404	0.001282621876	0.0003516866435	11.56451554	2.62978939	3.143692275	-0.007397971	-0.02179061	0.091024351
"sample244"	"sample244"	"BR4"	"Beijing"	25	"Resistant starch"	1.213362777	0.1480396587	0.1309309309	0.00129790349	0.04210320262	0.009871932608	0.05579018488	0.001455225125	0.002477815754	0.03645928895	0.003480741178	0.001612546761	0.02932081976	0.04601657829	0.004405005785	0.09431432029	0	0.0005112953144	0.00344141077	0.0009045994023	8.647450184	2.500843693	3.652848868	-0.106345977	-0.105294382	0.106168505
"sample245"	"sample245"	"BR5"	"Beijing"	25	"Resistant starch"	0.8912044294	0.2638282101	0.02855241617	0.005419132049	0.086103987	0.008623995089	0.03521464661	0.001184828154	0.002175422185	0.06232973027	0.002719277731	0.002330809483	0.0117900113	0.02251173493	0.2931964096	0.1106163334	0	0.0006215491956	0.001573296401	0.000427315072	23.86955804	3.878753875	4.017041584	0.064005198	0.037993079	0.150614415
"sample246"	"sample246"	"BI1"	"Beijing"	25	"Inulin"	1.628990283	0.2592623432	0.02023014797	0.03752183869	0.2605733472	0.01231891692	0.001537039175	0.1173800652	0.0006328984839	0.003955615524	0.0005424844148	0.001107572347	0.0332271704	0.001039761795	0.0009719512431	0.006668037598	0	0.0008363301394	0	0.0006781055185	13.95237315	4.730903197	2.049320986	0.093856253	0.059117443	0.275836605
"sample247"	"sample247"	"BI2"	"Beijing"	25	"Inulin"	1.806494067	0.2670858314	0.01179033244	0.1329839822	0.3893551644	0.01826552397	0.00649628335	0.2709034524	0.0008014895043	0.01174814879	0.0009069486496	0.0009491323077	0.07356829976	0.004956579829	0.001645162667	0.007487599316	0	0.001455336205	0	0.001413152547	14.32081293	4.9495616	2.214316072	0.122184221	0.095610144	0.328964665
"sample248"	"sample248"	"BI3"	"Beijing"	25	"Inulin"	2.924126514	0.5379076106	0.03344366835	0.02273467218	0.4057568423	0.01027010288	0.01285957326	0.1809995909	0.001053343885	0.08672531319	0.003642814269	0.004388932854	0.009041201679	0.02567525719	0.005749502038	0.01141122542	0	0	0	0.001755573141	14.55195495	4.720261389	3.324433177	0.18092447	0.133786021	0.531973815
"sample25"	"sample25"	"SC5"	"Shanghai"	3	"Control"	0.0004847169594	0.06014183378	0.0002908301756	0.0001246415038	0.03812183476	0.1553633264	0.01112079195	6.001257592e-05	0.1532536535	0.01499391128	0	0.03510274056	0.001495698046	0.006629081463	0	3.231446396e-05	0	0	1.846540798e-05	0	2.88694753	1.212714919	1.428617046	0.174750328	0.145795429	0.290229014
"sample250"	"sample250"	"BI5"	"Beijing"	25	"Inulin"	0.9797760534	0.1170946588	0.01244881738	0.04037746856	0.200999688	0.01188591434	0.00647338504	0.1186318171	0.0005412529297	0.009991529083	0.000801054336	0.0007252789258	0.05911564499	0.006408434688	0.001190756445	0.006527510333	0	0.0001732009375	0	0.001017555508	14.63773858	5.700256671	3.676643461	0.188810907	0.119772934	0.51948416
"sample251"	"sample251"	"BC1"	"Beijing"	31	"Control"	0.1052514885	0.00331359717	0.01314244283	5.373400816e-05	0.000349271053	0.002306084517	0.01346036904	0.0006000297578	0.0001746355265	0.01540374901	0.001809044941	0.006331657295	0.00544504616	0.01935319861	0.001535897067	0.05560574278	0	0	0	0.0004836060734	7.686756699	2.226973095	0.896469998	0.239148881	0.138872969	0.031850842
"sample252"	"sample252"	"BC2"	"Beijing"	31	"Control"	0.1546651405	0.01418734067	0.007105632681	0.0002073473061	0.0007257155713	0.002320694849	0.02789618756	0.004968360449	0.0003508954411	0.04650162084	0.01496888052	0.0009968620485	0.000741665364	0.09869731769	0.01031951593	0.04123021432	0	0	0	0.00028709627	7.790949338	0.774971289	0.392141404	0.043235724	0.015211003	0.06455311
"sample253"	"sample253"	"BC3"	"Beijing"	31	"Control"	0.1135937492	0.02661049792	0.01594841936	0.0001609145451	0.0005959797966	0.002771306054	0.009422440584	0.0009952862603	0.0009833666643	0.01840385612	0.001180039997	0.02025735329	0.002407758378	0.02458416661	0.002074009692	0.05729153784	0	0.0001311155552	0	0.0005721406047	3.290068935	0.497974946	0.65233888	-0.061830826	-0.056273744	0.041800092
"sample255"	"sample255"	"BC5"	"Beijing"	31	"Control"	0.1301942451	0.01920610106	0.01467597273	0.0002405897169	0.0004987835594	0.001719336269	0.008496924635	0.003485616874	0.001109059914	0.01690582864	0.003714470507	0.001619579558	0.001848433191	0.03128839928	0.001860169274	0.05461386573	0	0.0002934020938	0	0.0005457278944	6.110730459	1.435251158	0.475893048	0.18571519	0.112831572	0.061001657
"sample256"	"sample256"	"BR1"	"Beijing"	31	"Resistant starch"	0.6870699001	0.1474931372	0.05473327883	0.001433578156	0.08913915458	0.004245596847	0.0554316887	0.0006984098709	0.004944006718	0.05791288166	0.002131988027	0.001268165292	0.01736835074	0.04392630504	0.3561522758	0.07897545303	0	0.001507094985	0.001360061328	0.0008270643208	31.11719071	5.008657996	2.737774635	0.023632051	0.00116055	0.202061696
"sample258"	"sample258"	"BR3"	"Beijing"	31	"Resistant starch"	0.572002546	0.06329988331	0.02478816569	0.001102785423	0.0497356226	0.003773976783	0.08746313725	0.0005881522259	0.004656205121	0.06355719991	0.001384608365	0.001029266395	0.004778736835	0.08103022228	0.008136105791	0.06329988331	0	0.0004411141694	0.001445874222	0.0002818229416	27.8255991	6.934770324	5.794275316	0.399651849	0.13748996	0.504041831
"sample259"	"sample259"	"BR4"	"Beijing"	31	"Resistant starch"	0.8468914115	0.03969967942	0.03001683078	0.001957619399	0.0597179165	0.004967722345	0.09087142951	0.0008419868382	0.008504067066	0.08329354797	0.003704742088	0.001894470386	0.005746560171	0.07651555392	0.4243192671	0.04418325933	0	0.000926185522	0.002041818083	0.0001473476967	24.41336385	3.984207847	4.562419337	-0.004702752	0.009347406	0.134008532
"sample26"	"sample26"	"SR1"	"Shanghai"	3	"Resistant starch"	0.0002143129215	0.2609666275	0	5.17307052e-05	0.06274934541	0.1987715397	0.004729664476	5.17307052e-05	0.2482408741	0.00805520981	0	0.04502788383	0.003355105737	0.003155573017	8.129110817e-05	4.434060446e-05	0	0	4.434060446e-05	0	7.680219406	1.879431447	3.237758981	0.141200836	0.090194946	0.327130641
"sample260"	"sample260"	"BR5"	"Beijing"	31	"Resistant starch"	0.6210773481	0.0748920231	0.03994301328	0.02789069806	0.1455111985	0.005489798034	0.03206438688	0.0006310112683	0.004056501011	0.02186003322	0.0007752424154	0.000640025715	0.01674884195	0.01459438919	0.1038374114	0.05083246489	0	0.0006039679282	0.001766831551	0.0008383435422	40.23399822	3.684544274	3.445648009	0.038453123	-0.003690069	0.205165491
"sample261"	"sample261"	"BI1"	"Beijing"	31	"Inulin"	0.9376704965	0.05150043428	0.01126187898	0.01153843262	0.09326003464	0.004240489219	0.007559132956	0.05119315246	0.002150972792	0.0261804117	0.0007682045687	0.002596531442	0.03046699319	0.02210892749	0.0007835686601	0.008926537088	0	0.0008296609342	0	0.0004301945585	25.22553886	4.853439856	3.813547059	0.1951055	0.110452983	0.463123227
"sample262"	"sample262"	"BI2"	"Beijing"	31	"Inulin"	1.321397507	0.07028779018	0.01711336126	0.02190423919	0.1544087009	0.01145926208	0.009301208955	0.1173765093	0.003452884995	0.03316927648	0.0005610938117	0.002114892059	0.09590388074	0.01834345154	0.001402734529	0.007704249645	0.0003452884995	0.001877506216	0	0.0006474159366	13.88256768	5.148518139	2.990095232	0.219513505	0.125260066	0.425341239
"sample263"	"sample263"	"BI3"	"Beijing"	31	"Inulin"	1.158293619	0.1143945513	0.008326362144	0.004906606263	0.1281293317	0.00695102554	0.008791002888	0.1088188624	0.002490474391	0.04572064927	0.0006133257829	0.001914319868	0.2197379009	0.01626242606	0.00172846357	0.01767493393	0	0.001115137787	0	0.0007248395616	20.04828756	8.284436134	5.090017333	0.120906693	0.072048974	0.237784321
"sample264"	"sample264"	"BI4"	"Beijing"	31	"Inulin"	1.744231181	0.07339452938	0.01532224367	0.001718841437	0.13149137	0.02313069477	0.003707786529	0.1076485837	0.003241243854	0.02234493869	0.0002209938991	0.0005156524312	0.1566110098	0.005352963334	0	0.002185384113	0	0.002504597523	0	0.0004419877982	22.83638541	5.617318711	4.051144381	0.153548994	0.090232123	0.542030753
"sample265"	"sample265"	"BI5"	"Beijing"	31	"Inulin"	1.586430417	0.1779956525	0.02739557331	0.04077217048	0.2366032859	0.01526594706	0.01092044233	0.2240957897	0.004137676245	0.03905286209	0.0006423789603	0.002720663832	0.154303205	0.006423789603	0.001530373406	0.009541216911	0	0.001190290427	0	0.0007746334522	11.09942031	6.387468704	5.418496784	-0.039601127	-0.048202748	0.135084606
"sample266"	"sample266"	"HC1"	"Hunan"	0	"Control"	0.03443888985	0.002473550472	0.1986119683	0.3068686715	0.05283503807	0.001943503942	0.003279221197	0.01613461636	0.0543474375	0.007293440247	2.120186118e-05	0.00113076593	9.18747318e-05	0.001576005015	0.0003604316401	6.360558355e-05	0	0.0007349978544	0	0	13.56542527	5.043457125	2.923076129	0.655483572	0.510434036	0.767059945
"sample267"	"sample267"	"HC2"	"Hunan"	0	"Control"	0.09778994636	0.006886967388	0.1396607119	0.01107903449	0.07425947445	0.03134069217	0.05796530885	0.08229426973	0.3044239208	0.1235162629	7.485834118e-05	0.004890744957	0.009007953721	0.06437817341	0.001671836286	0.0001996222431	0	0.03997435419	0	0	12.20430058	4.04070878	2.36402156	0.585005515	0.469854097	0.601652825
"sample268"	"sample268"	"HC3"	"Hunan"	0	"Control"	0.1534375864	0.007253230857	0.1968399839	0.3171032311	0.100993719	0.01489084952	0.01686292612	0.08468230588	0.1609916425	0.05526828213	0	0.09205252433	0.004896766454	0.02134187973	0.001453988674	0.0002841127294	0	0.01273493528	0	0.0001671251349	8.04422658	1.976301111	1.213075895	0.284743629	0.235394949	0.300662929
"sample269"	"sample269"	"HC4"	"Hunan"	0	"Control"	0.1160858136	0.008660131849	0.3066587729	0.08179569619	0.1196650011	0.02840823598	0.05186067396	0.06518876705	0.152716169	0.1054233392	0.0001001171312	0.01656938521	0.0009260834636	0.06558923558	0.002615560053	0.0001626903382	0	0.01435429369	2.50292828e-05	0	12.17608755	1.976330598	1.422729429	0.196475885	0.124877705	0.247062152
"sample27"	"sample27"	"SR2"	"Shanghai"	3	"Resistant starch"	0.0007329684399	0.191990946	0.0001403556587	0.0002651162442	0.03413761521	0.2593772573	0.04358822956	7.797536594e-05	0.2796664475	0.08597563849	0	0.1076683853	0.00112284527	0.02607496237	0	0	0	0	0	0	3.817851431	1.301380792	2.469197836	0.148690325	0.093963705	0.273018189
"sample270"	"sample270"	"HC5"	"Hunan"	0	"Control"	0.2066559045	0.00370339125	0.3063138295	0.2013176829	0.04934518612	0.02352153902	0.05508377436	0.1124362929	0.1796311576	0.1309532492	0	0.007973968548	0.0190841423	0.06419211501	0.0024689275	0.0004337305068	0	0.01888395899	0	0	13.45431439	4.196724996	1.975329156	0.654511987	0.458148266	0.48104188
"sample271"	"sample271"	"HR1"	"Hunan"	0	"Resistant starch"	0.1020363706	0.02862643908	0.1233447111	0.1645059491	0.06158650076	0.002902709476	0.01394935878	0.07362252428	0.08453834724	0.01197878699	4.905987846e-05	0.002224047824	0.002322167581	0.005993481819	0.0007113682377	0.0001553562818	0	0.001062964033	0	4.088323205e-05	8.130509842	2.944186378	1.906462139	0.312218207	0.253374278	0.413988912
"sample272"	"sample272"	"HR2"	"Hunan"	0	"Resistant starch"	0.1330304278	0.004069414516	0.05413447788	0.0002112152863	0.01971342672	0.004590412222	0.02695811104	0.00401309044	0.07108098435	0.03794834644	7.744560498e-05	0.02822540276	0.001119441017	0.01633398214	0.0008871042024	0.0001196886622	0	0.006723686614	0	3.520254772e-05	9.928113841	2.855362053	2.719758878	0.334549874	0.266550079	0.350529694
"sample273"	"sample273"	"HR3"	"Hunan"	0	"Resistant starch"	0.1758897195	0.06482160213	0.120546863	0.05871940537	0.0962926649	0.004279673995	0.006094060499	0.02322089274	0.08780654327	0.005044482656	0.0001464527223	0.004401717931	0.00966587967	0.004662078326	0.0003661318057	0.0001708615093	0	0.003523001597	0	0	4.923851286	2.022831745	1.122849663	0.202110026	0.132247211	0.123277898
"sample274"	"sample274"	"HR4"	"Hunan"	0	"Resistant starch"	0.3051440543	0.06726087531	0.09843594446	0.03185342922	0.059297518	0.006739359793	0.09563402244	0.0658599143	0.1635437639	0.04137996407	0	0.001047034016	0.004851749173	0.02505508159	0.001799128873	0.0002212043696	0	0.008936656531	0	0	10.10991636	4.210696622	3.68419199	0.444192925	0.264477645	0.482535135
"sample275"	"sample275"	"HR5"	"Hunan"	0	"Resistant starch"	0.3550122818	0.03652327073	0.3365127409	0.01231399487	0.04539239223	0.006775552047	0.1099314287	0.06155094191	0.2050556117	0.08467536814	0	0.02283893948	0.0008564602307	0.09706549281	0.002683575389	0.0006090383863	0	0.002892932335	0	0	10.30350847	3.471977417	3.291335586	0.388548496	0.279267489	0.557918291
