Subject	Regulate	Score	Group
Subject12	Microbe19	0.05148018024478947	Microbe
Subject13	Microbe19	0.05162018825323814	Microbe
Subject14	Microbe19	0.05191248481013184	Microbe
Subject15	Microbe19	0.0514156306512141	Microbe
Subject16	Microbe19	0.05270796891796355	Microbe
Subject17	Microbe19	0.05218966342999468	Microbe
Subject1	Microbe20	0.05139669386945185	Microbe
Subject2	Microbe20	0.05132628327977334	Microbe
Subject3	Microbe20	0.05215050372368002	Microbe
Subject4	Microbe20	0.05186882950615149	Microbe
Subject5	Microbe20	0.051755528011605274	Microbe
Subject6	Microbe20	0.051464533159844165	Microbe
Subject7	Microbe20	0.05146702722923886	Microbe
Subject8	Microbe20	0.051168986313881976	Microbe
Subject9	Microbe20	0.05172305888781416	Microbe
Subject10	Microbe20	0.0512523675694594	Microbe
Subject11	Microbe20	0.051606747051478996	Microbe
Subject12	Microbe20	0.05148018025007494	Microbe
Subject13	Microbe20	0.05161989343119111	Microbe
Subject14	Microbe20	0.05191340272620868	Microbe
Subject15	Microbe20	0.05141564455083339	Microbe
Subject16	Microbe20	0.05270926538217434	Microbe
Subject17	Microbe20	0.05219215389554028	Microbe
Subject1	Microbe1	0.057244584782191396	Metabolite
Subject2	Microbe1	0.05007735602991184	Metabolite
Subject3	Microbe1	0.04263487583106544	Metabolite
Subject4	Microbe1	0.050573227782530684	Metabolite
Subject5	Microbe1	0.05349084353783888	Metabolite
Subject6	Microbe1	0.056076749090451725	Metabolite
Subject7	Microbe1	0.05377093834548492	Metabolite
Subject8	Microbe1	0.046372506565840854	Metabolite
Subject9	Microbe1	0.050950994741323946	Metabolite
Subject10	Microbe1	0.05081742421632251	Metabolite
Subject11	Microbe1	0.05302218187802148	Metabolite
Subject12	Microbe1	0.04514852940110537	Metabolite
Subject13	Microbe1	0.04734887556200093	Metabolite
Subject14	Microbe1	0.0458169704381568	Metabolite
Subject15	Microbe1	0.048464840330916255	Metabolite
Subject16	Microbe1	0.04493076483951927	Metabolite
Subject17	Microbe1	0.04382302139283438	Metabolite
Subject1	Microbe2	0.05042901463028886	Metabolite
Subject2	Microbe2	0.05620783285873262	Metabolite
Subject3	Microbe2	0.04758253050958733	Metabolite
Subject4	Microbe2	0.04948666222665765	Metabolite
Subject5	Microbe2	0.049597269030312925	Metabolite
Subject6	Microbe2	0.04924371589429794	Metabolite
Subject7	Microbe2	0.04954621484911743	Metabolite
Subject8	Microbe2	0.04645934909096501	Metabolite
Subject9	Microbe2	0.047932959105321034	Metabolite
Subject10	Microbe2	0.0484422220967793	Metabolite
Subject11	Microbe2	0.04776256003385456	Metabolite
Subject12	Microbe2	0.04891323830821282	Metabolite
Subject13	Microbe2	0.047370159228906555	Metabolite
Subject14	Microbe2	0.04586482528290759	Metabolite
Subject15	Microbe2	0.051600478105449994	Metabolite
